"Tipo","Mensaje","Archivo","Linea","Severidad","Estado","Regla"
"CODE_SMELL","Don't use string interpolation in logging message templates.","ProyectoWeb/Controllers/PagoController.cs",,"MAJOR","CLOSED","csharpsquid:S2629"
"CODE_SMELL","Don't use string interpolation in logging message templates.","ProyectoWeb/Controllers/PagoController.cs",,"MAJOR","CLOSED","csharpsquid:S2629"
"CODE_SMELL","Logging in a catch clause should pass the caught exception as a parameter.","ProyectoWeb/Controllers/PagoController.cs",,"MINOR","CLOSED","csharpsquid:S6667"
"CODE_SMELL","Don't use string interpolation in logging message templates.","ProyectoWeb/Controllers/PagoController.cs",,"MAJOR","CLOSED","csharpsquid:S2629"
"CODE_SMELL","Don't use string interpolation in logging message templates.","ProyectoWeb/Controllers/ProductoController.cs",,"MAJOR","CLOSED","csharpsquid:S2629"
"CODE_SMELL","Don't use string interpolation in logging message templates.","ProyectoWeb/Controllers/ProductoController.cs",,"MAJOR","CLOSED","csharpsquid:S2629"
"CODE_SMELL","Don't use string interpolation in logging message templates.","ProyectoWeb/Controllers/ProductoController.cs",,"MAJOR","CLOSED","csharpsquid:S2629"
"CODE_SMELL","Don't use string interpolation in logging message templates.","ProyectoWeb/Controllers/ProductoController.cs",,"MAJOR","CLOSED","csharpsquid:S2629"
"CODE_SMELL","Don't use string interpolation in logging message templates.","ProyectoWeb/Controllers/ServicioController.cs",,"MAJOR","CLOSED","csharpsquid:S2629"
"CODE_SMELL","Don't use string interpolation in logging message templates.","ProyectoWeb/Controllers/ServicioController.cs",,"MAJOR","CLOSED","csharpsquid:S2629"
"CODE_SMELL","Don't use string interpolation in logging message templates.","ProyectoWeb/Controllers/ServicioController.cs",,"MAJOR","CLOSED","csharpsquid:S2629"
"CODE_SMELL","Don't use string interpolation in logging message templates.","ProyectoWeb/Controllers/SolicitudController.cs",,"MAJOR","CLOSED","csharpsquid:S2629"
"CODE_SMELL","Don't use string interpolation in logging message templates.","ProyectoWeb/Controllers/SolicitudController.cs",,"MAJOR","CLOSED","csharpsquid:S2629"
"CODE_SMELL","Don't use string interpolation in logging message templates.","ProyectoWeb/Controllers/SolicitudController.cs",,"MAJOR","CLOSED","csharpsquid:S2629"
"CODE_SMELL","Don't use string interpolation in logging message templates.","ProyectoWeb/Controllers/SolicitudController.cs",,"MAJOR","CLOSED","csharpsquid:S2629"
"CODE_SMELL","Don't use string interpolation in logging message templates.","ProyectoWeb/Controllers/SolicitudController.cs",,"MAJOR","CLOSED","csharpsquid:S2629"
"CODE_SMELL","Don't use string interpolation in logging message templates.","ProyectoWeb/Controllers/SolicitudController.cs",,"MAJOR","CLOSED","csharpsquid:S2629"
"CODE_SMELL","Value type property used as input in a controller action should be nullable, required or annotated with the JsonRequiredAttribute to avoid under-posting.","ProyectoWeb/Models/Abono.cs",,"MAJOR","CLOSED","csharpsquid:S6964"
"CODE_SMELL","Value type property used as input in a controller action should be nullable, required or annotated with the JsonRequiredAttribute to avoid under-posting.","ProyectoWeb/Models/Factura.cs",,"MAJOR","CLOSED","csharpsquid:S6964"
