"Tipo","Mensaje","Archivo","Linea","Severidad","Estado","Regla"
"CODE_SMELL","Value type property used as input in a controller action should be nullable, required or annotated with the JsonRequiredAttribute to avoid under-posting.","ProyectoWeb/Models/Factura.cs","55","MAJOR","OPEN","csharpsquid:S6964"
"CODE_SMELL","Value type property used as input in a controller action should be nullable, required or annotated with the JsonRequiredAttribute to avoid under-posting.","ProyectoWeb/Models/Factura.cs","58","MAJOR","OPEN","csharpsquid:S6964"
"CODE_SMELL","Value type property used as input in a controller action should be nullable, required or annotated with the JsonRequiredAttribute to avoid under-posting.","ProyectoWeb/Models/Producto.cs","22","MAJOR","OPEN","csharpsquid:S6964"
"CODE_SMELL","Value type property used as input in a controller action should be nullable, required or annotated with the JsonRequiredAttribute to avoid under-posting.","ProyectoWeb/Models/Producto.cs","25","MAJOR","OPEN","csharpsquid:S6964"
"CODE_SMELL","Value type property used as input in a controller action should be nullable, required or annotated with the JsonRequiredAttribute to avoid under-posting.","ProyectoWeb/Models/Servicio.cs","23","MAJOR","OPEN","csharpsquid:S6964"
"CODE_SMELL","Value type property used as input in a controller action should be nullable, required or annotated with the JsonRequiredAttribute to avoid under-posting.","ProyectoWeb/Models/SolicitudServicio.cs","66","MAJOR","OPEN","csharpsquid:S6964"
"CODE_SMELL","Value type property used as input in a controller action should be nullable, required or annotated with the JsonRequiredAttribute to avoid under-posting.","ProyectoWeb/Models/Usuario.cs","49","MAJOR","OPEN","csharpsquid:S6964"
"CODE_SMELL","Await RunAsync instead.","ProyectoWeb/Program.cs","103","MAJOR","OPEN","csharpsquid:S6966"
"CODE_SMELL","Don't use string interpolation in logging message templates.","ProyectoWeb/Services/AbonoService.cs","52","MAJOR","OPEN","csharpsquid:S2629"
"CODE_SMELL","'System.Exception' should not be thrown by user code.","ProyectoWeb/Services/AbonoService.cs","53","MAJOR","OPEN","csharpsquid:S112"
"CODE_SMELL","Don't use string interpolation in logging message templates.","ProyectoWeb/Services/AbonoService.cs","80","MAJOR","OPEN","csharpsquid:S2629"
"CODE_SMELL","'System.Exception' should not be thrown by user code.","ProyectoWeb/Services/AbonoService.cs","81","MAJOR","OPEN","csharpsquid:S112"
"CODE_SMELL","'System.Exception' should not be thrown by user code.","ProyectoWeb/Services/AbonoService.cs","102","MAJOR","OPEN","csharpsquid:S112"
"CODE_SMELL","'System.Exception' should not be thrown by user code.","ProyectoWeb/Services/AbonoService.cs","105","MAJOR","OPEN","csharpsquid:S112"
"CODE_SMELL","Don't use string interpolation in logging message templates.","ProyectoWeb/Services/AbonoService.cs","124","MAJOR","OPEN","csharpsquid:S2629"
"CODE_SMELL","'System.Exception' should not be thrown by user code.","ProyectoWeb/Services/AbonoService.cs","130","MAJOR","OPEN","csharpsquid:S112"
"CODE_SMELL","Don't use string interpolation in logging message templates.","ProyectoWeb/Services/AbonoService.cs","156","MAJOR","OPEN","csharpsquid:S2629"
"CODE_SMELL","'System.Exception' should not be thrown by user code.","ProyectoWeb/Services/AbonoService.cs","157","MAJOR","OPEN","csharpsquid:S112"
"CODE_SMELL","Don't use string interpolation in logging message templates.","ProyectoWeb/Services/AuthService.cs","74","MAJOR","OPEN","csharpsquid:S2629"
"CODE_SMELL","Don't use string interpolation in logging message templates.","ProyectoWeb/Services/AuthService.cs","81","MAJOR","OPEN","csharpsquid:S2629"
"CODE_SMELL","Don't use string interpolation in logging message templates.","ProyectoWeb/Services/AuthService.cs","85","MAJOR","OPEN","csharpsquid:S2629"
"CODE_SMELL","'System.Exception' should not be thrown by user code.","ProyectoWeb/Services/AuthService.cs","91","MAJOR","OPEN","csharpsquid:S112"
"CODE_SMELL","'System.Exception' should not be thrown by user code.","ProyectoWeb/Services/AuthService.cs","118","MAJOR","OPEN","csharpsquid:S112"
"CODE_SMELL","'System.Exception' should not be thrown by user code.","ProyectoWeb/Services/AuthService.cs","125","MAJOR","OPEN","csharpsquid:S112"
"CODE_SMELL","Don't use string interpolation in logging message templates.","ProyectoWeb/Services/AuthService.cs","135","MAJOR","OPEN","csharpsquid:S2629"
"CODE_SMELL","'System.Exception' should not be thrown by user code.","ProyectoWeb/Services/AuthService.cs","141","MAJOR","OPEN","csharpsquid:S112"
"CODE_SMELL","Don't use string interpolation in logging message templates.","ProyectoWeb/Services/AuthService.cs","167","MAJOR","OPEN","csharpsquid:S2629"
